"","x"
"3287","Myeloid Dendritic Cells"
"3288","Common myeloid progenitors"
"3289","Hematopoietic stem cells_CD133+ CD34dim"
"3290","Hematopoietic stem cells_CD133+ CD34dim"
"3291","Hematopoietic stem cells_CD133+ CD34dim"
"3292","Hematopoietic stem cells_CD133+ CD34dim"
"3293","Plasmacytoid Dendritic Cells"
"3294","Hematopoietic stem cells_CD133+ CD34dim"
"3295","Hematopoietic stem cells_CD133+ CD34dim"
"3296","Hematopoietic stem cells_CD133+ CD34dim"
"3297","Erythroid_CD34+ CD71+ GlyA-"
"3298","Common myeloid progenitors"
"3299","Common myeloid progenitors"
"3300","Common myeloid progenitors"
"3301","Hematopoietic stem cells_CD133+ CD34dim"
"3302","Erythroid_CD34+ CD71+ GlyA-"
"3303","Common myeloid progenitors"
"3304","Hematopoietic stem cells_CD133+ CD34dim"
"3305","Common myeloid progenitors"
"3306","Hematopoietic stem cells_CD133+ CD34dim"
"3307","Hematopoietic stem cells_CD133+ CD34dim"
"3308","Hematopoietic stem cells_CD133+ CD34dim"
"3309","Hematopoietic stem cells_CD133+ CD34dim"
"3310","Hematopoietic stem cells_CD133+ CD34dim"
"3311","Common myeloid progenitors"
"3312","Hematopoietic stem cells_CD133+ CD34dim"
"3313","Hematopoietic stem cells_CD133+ CD34dim"
"3314","Hematopoietic stem cells_CD133+ CD34dim"
"3315","Hematopoietic stem cells_CD133+ CD34dim"
"3316","Hematopoietic stem cells_CD133+ CD34dim"
"3317","Hematopoietic stem cells_CD133+ CD34dim"
"3318","Hematopoietic stem cells_CD133+ CD34dim"
"3319","Common myeloid progenitors"
"3320","Common myeloid progenitors"
"3321","Erythroid_CD34+ CD71+ GlyA-"
"3322","Hematopoietic stem cells_CD133+ CD34dim"
"3323","Early B cells"
"3324","Early B cells"
"3325","Hematopoietic stem cells_CD133+ CD34dim"
"3326","Hematopoietic stem cells_CD133+ CD34dim"
"3327","Hematopoietic stem cells_CD133+ CD34dim"
"3328","Erythroid_CD34+ CD71+ GlyA-"
"3329","Hematopoietic stem cells_CD133+ CD34dim"
"3330","Erythroid_CD34+ CD71+ GlyA-"
"3331","Hematopoietic stem cells_CD133+ CD34dim"
"3332","Hematopoietic stem cells_CD133+ CD34dim"
"3333","Hematopoietic stem cells_CD133+ CD34dim"
"3334","Hematopoietic stem cells_CD133+ CD34dim"
"3335","Granulocyte/monocyte progenitors"
"3336","Hematopoietic stem cells_CD133+ CD34dim"
"3337","Megakaryocyte/erythroid progenitors"
"3338","Erythroid_CD34+ CD71+ GlyA-"
"3339","Hematopoietic stem cells_CD133+ CD34dim"
"3340","Plasmacytoid Dendritic Cells"
"3341","Hematopoietic stem cells_CD133+ CD34dim"
"3342","Hematopoietic stem cells_CD133+ CD34dim"
"3343","Granulocyte/monocyte progenitors"
"3344","Plasmacytoid Dendritic Cells"
"3345","Hematopoietic stem cells_CD133+ CD34dim"
"3346","Erythroid_CD34+ CD71+ GlyA-"
"3347","Erythroid_CD34+ CD71+ GlyA-"
"3348","Colony Forming Unit-Monocytes"
"3349","Megakaryocyte/erythroid progenitors"
"3350","Common myeloid progenitors"
"3351","Common myeloid progenitors"
"3352","Myeloid Dendritic Cells"
"3353","Hematopoietic stem cells_CD133+ CD34dim"
"3354","Hematopoietic stem cells_CD133+ CD34dim"
"3355","Common myeloid progenitors"
"3356","Erythroid_CD34+ CD71+ GlyA-"
"3357","Granulocyte/monocyte progenitors"
"3358","Common myeloid progenitors"
"3359","Erythroid_CD34+ CD71+ GlyA-"
"3360","Colony Forming Unit-Monocytes"
"3361","Common myeloid progenitors"
"3362","Hematopoietic stem cells_CD133+ CD34dim"
"3363","Common myeloid progenitors"
"3364","Hematopoietic stem cells_CD133+ CD34dim"
"3365","Erythroid_CD34+ CD71+ GlyA-"
"3366","Hematopoietic stem cells_CD133+ CD34dim"
"3367","Plasmacytoid Dendritic Cells"
"3368","Early B cells"
"3369","Hematopoietic stem cells_CD133+ CD34dim"
"3370","Hematopoietic stem cells_CD133+ CD34dim"
"3371","Hematopoietic stem cells_CD133+ CD34dim"
"3372","Plasmacytoid Dendritic Cells"
"3373","Hematopoietic stem cells_CD133+ CD34dim"
"3374","Hematopoietic stem cells_CD133+ CD34dim"
"3375","Early B cells"
"3376","Common myeloid progenitors"
"3377","Megakaryocyte/erythroid progenitors"
"3378","Hematopoietic stem cells_CD133+ CD34dim"
"3379","Common myeloid progenitors"
"3380","Hematopoietic stem cells_CD133+ CD34dim"
"3381","Common myeloid progenitors"
"3382","Colony Forming Unit-Monocytes"
"3383","Hematopoietic stem cells_CD133+ CD34dim"
"3384","Erythroid_CD34+ CD71+ GlyA-"
"3385","Common myeloid progenitors"
"3386","Hematopoietic stem cells_CD133+ CD34dim"
"3387","Hematopoietic stem cells_CD133+ CD34dim"
"3388","Hematopoietic stem cells_CD133+ CD34dim"
"3389","Hematopoietic stem cells_CD133+ CD34dim"
"3390","Megakaryocyte/erythroid progenitors"
"3391","Erythroid_CD34+ CD71+ GlyA-"
"3392","Early B cells"
"3393","Erythroid_CD34+ CD71+ GlyA-"
"3394","Erythroid_CD34+ CD71+ GlyA-"
"3395","Hematopoietic stem cells_CD133+ CD34dim"
"3396","Common myeloid progenitors"
"3397","Colony Forming Unit-Monocytes"
"3398","Erythroid_CD34+ CD71+ GlyA-"
"3399","Hematopoietic stem cells_CD133+ CD34dim"
"3400","Hematopoietic stem cells_CD133+ CD34dim"
"3401","Hematopoietic stem cells_CD133+ CD34dim"
"3402","Common myeloid progenitors"
"3403","Common myeloid progenitors"
"3404","Hematopoietic stem cells_CD133+ CD34dim"
"3405","Common myeloid progenitors"
"3406","Hematopoietic stem cells_CD133+ CD34dim"
"3407","Mature NK cells_CD56- CD16- CD3-"
"3408","Common myeloid progenitors"
"3409","Common myeloid progenitors"
"3410","Hematopoietic stem cells_CD133+ CD34dim"
"3411","Naïve B cells"
"3412","Hematopoietic stem cells_CD133+ CD34dim"
"3413","Common myeloid progenitors"
"3414","Common myeloid progenitors"
"3415","Common myeloid progenitors"
"3416","Hematopoietic stem cells_CD133+ CD34dim"
"3417","Common myeloid progenitors"
"3418","Hematopoietic stem cells_CD133+ CD34dim"
"3419","Megakaryocyte/erythroid progenitors"
"3420","Erythroid_CD34+ CD71+ GlyA-"
"3421","Hematopoietic stem cells_CD133+ CD34dim"
"3422","Early B cells"
"3423","Erythroid_CD34- CD71+ GlyA+"
"3424","Hematopoietic stem cells_CD133+ CD34dim"
"3425","Common myeloid progenitors"
"3426","Erythroid_CD34+ CD71+ GlyA-"
"3427","Erythroid_CD34+ CD71+ GlyA-"
"3428","Hematopoietic stem cells_CD133+ CD34dim"
"3429","Early B cells"
"3430","Hematopoietic stem cells_CD133+ CD34dim"
"3431","Megakaryocyte/erythroid progenitors"
"3432","Early B cells"
"3433","Erythroid_CD34+ CD71+ GlyA-"
"3434","Erythroid_CD34- CD71lo GlyA+"
"3435","Erythroid_CD34+ CD71+ GlyA-"
"3436","Hematopoietic stem cells_CD133+ CD34dim"
"3437","Early B cells"
"3438","Hematopoietic stem cells_CD133+ CD34dim"
"3439","Hematopoietic stem cells_CD133+ CD34dim"
"3440","Hematopoietic stem cells_CD133+ CD34dim"
"3441","Erythroid_CD34+ CD71+ GlyA-"
"3442","Hematopoietic stem cells_CD133+ CD34dim"
"3443","Erythroid_CD34+ CD71+ GlyA-"
"3444","Early B cells"
"3445","Erythroid_CD34- CD71lo GlyA+"
"3446","Erythroid_CD34+ CD71+ GlyA-"
"3447","Colony Forming Unit-Monocytes"
"3448","Monocytes"
"3449","Megakaryocyte/erythroid progenitors"
"3450","Hematopoietic stem cells_CD133+ CD34dim"
"3451","Hematopoietic stem cells_CD133+ CD34dim"
"3452","Common myeloid progenitors"
"3453","Hematopoietic stem cells_CD133+ CD34dim"
"3454","Erythroid_CD34+ CD71+ GlyA-"
"3455","Hematopoietic stem cells_CD133+ CD34dim"
"3456","Erythroid_CD34+ CD71+ GlyA-"
"3457","Hematopoietic stem cells_CD133+ CD34dim"
"3458","Common myeloid progenitors"
"3459","Common myeloid progenitors"
"3460","Erythroid_CD34- CD71+ GlyA-"
"3461","Colony Forming Unit-Monocytes"
"3462","Common myeloid progenitors"
"3463","Common myeloid progenitors"
"3464","Hematopoietic stem cells_CD133+ CD34dim"
"3465","Early B cells"
"3466","Common myeloid progenitors"
"3467","Monocytes"
"3468","Erythroid_CD34- CD71+ GlyA-"
"3469","Common myeloid progenitors"
"3470","Hematopoietic stem cells_CD133+ CD34dim"
"3471","Hematopoietic stem cells_CD133+ CD34dim"
"3472","Plasmacytoid Dendritic Cells"
"3473","Erythroid_CD34+ CD71+ GlyA-"
"3474","Common myeloid progenitors"
"3475","Megakaryocyte/erythroid progenitors"
"3476","Common myeloid progenitors"
"3477","Hematopoietic stem cells_CD133+ CD34dim"
"3478","Megakaryocyte/erythroid progenitors"
"3479","Hematopoietic stem cells_CD133+ CD34dim"
"3480","Early B cells"
"3481","Hematopoietic stem cells_CD133+ CD34dim"
"3482","Megakaryocyte/erythroid progenitors"
"3483","Hematopoietic stem cells_CD133+ CD34dim"
"3484","Early B cells"
"3485","Megakaryocyte/erythroid progenitors"
"3486","Hematopoietic stem cells_CD133+ CD34dim"
"3487","Common myeloid progenitors"
"3488","Hematopoietic stem cells_CD133+ CD34dim"
"3489","Erythroid_CD34+ CD71+ GlyA-"
"3490","Erythroid_CD34+ CD71+ GlyA-"
"3491","Hematopoietic stem cells_CD133+ CD34dim"
"3492","Colony Forming Unit-Megakaryocytic"
"3493","Early B cells"
"3494","Erythroid_CD34+ CD71+ GlyA-"
"3495","Colony Forming Unit-Monocytes"
"3496","Early B cells"
"3497","Common myeloid progenitors"
"3498","Megakaryocyte/erythroid progenitors"
"3499","Early B cells"
"3500","Hematopoietic stem cells_CD133+ CD34dim"
"3501","Erythroid_CD34+ CD71+ GlyA-"
"3502","Erythroid_CD34- CD71+ GlyA+"
"3503","Megakaryocyte/erythroid progenitors"
"3504","Hematopoietic stem cells_CD133+ CD34dim"
"3505","Colony Forming Unit-Megakaryocytic"
"3506","Hematopoietic stem cells_CD133+ CD34dim"
"3507","Hematopoietic stem cells_CD133+ CD34dim"
"3508","Hematopoietic stem cells_CD133+ CD34dim"
"3509","Common myeloid progenitors"
"3510","Early B cells"
"3511","Myeloid Dendritic Cells"
"3512","Erythroid_CD34+ CD71+ GlyA-"
"3513","Hematopoietic stem cells_CD133+ CD34dim"
"3514","Plasmacytoid Dendritic Cells"
"3515","Hematopoietic stem cells_CD133+ CD34dim"
"3516","Hematopoietic stem cells_CD133+ CD34dim"
"3517","Common myeloid progenitors"
"3518","Erythroid_CD34+ CD71+ GlyA-"
"3519","Colony Forming Unit-Monocytes"
"3520","Megakaryocyte/erythroid progenitors"
"3521","Hematopoietic stem cells_CD133+ CD34dim"
"3522","Common myeloid progenitors"
"3523","Hematopoietic stem cells_CD133+ CD34dim"
"3524","Erythroid_CD34+ CD71+ GlyA-"
"3525","Common myeloid progenitors"
"3526","Hematopoietic stem cells_CD133+ CD34dim"
"3527","Common myeloid progenitors"
"3528","Common myeloid progenitors"
"3529","Hematopoietic stem cells_CD133+ CD34dim"
"3530","Hematopoietic stem cells_CD133+ CD34dim"
"3531","Hematopoietic stem cells_CD133+ CD34dim"
"3532","Colony Forming Unit-Monocytes"
"3533","Hematopoietic stem cells_CD133+ CD34dim"
"3534","Hematopoietic stem cells_CD133+ CD34dim"
"3535","Erythroid_CD34+ CD71+ GlyA-"
"3536","Hematopoietic stem cells_CD133+ CD34dim"
"3537","Early B cells"
"3538","Plasmacytoid Dendritic Cells"
"3539","Megakaryocyte/erythroid progenitors"
"3540","Plasmacytoid Dendritic Cells"
"3541","Hematopoietic stem cells_CD133+ CD34dim"
"3542","Common myeloid progenitors"
"3543","Hematopoietic stem cells_CD133+ CD34dim"
"3544","Megakaryocyte/erythroid progenitors"
"3545","Hematopoietic stem cells_CD133+ CD34dim"
"3546","Hematopoietic stem cells_CD133+ CD34dim"
"3547","Common myeloid progenitors"
"3548","Erythroid_CD34+ CD71+ GlyA-"
"3549","Hematopoietic stem cells_CD133+ CD34dim"
"3550","Hematopoietic stem cells_CD133+ CD34dim"
"3551","Hematopoietic stem cells_CD133+ CD34dim"
"3552","Hematopoietic stem cells_CD133+ CD34dim"
"3553","Erythroid_CD34+ CD71+ GlyA-"
"3554","Hematopoietic stem cells_CD133+ CD34dim"
"3555","Plasmacytoid Dendritic Cells"
"3556","Colony Forming Unit-Monocytes"
"3557","Common myeloid progenitors"
"3558","Early B cells"
"3559","Erythroid_CD34+ CD71+ GlyA-"
"3560","Erythroid_CD34+ CD71+ GlyA-"
"3561","Common myeloid progenitors"
"3562","Erythroid_CD34+ CD71+ GlyA-"
"3563","Early B cells"
"3564","Early B cells"
"3565","Hematopoietic stem cells_CD133+ CD34dim"
"3566","Colony Forming Unit-Megakaryocytic"
"3567","Erythroid_CD34+ CD71+ GlyA-"
"3568","Hematopoietic stem cells_CD133+ CD34dim"
"3569","Hematopoietic stem cells_CD133+ CD34dim"
"3570","Colony Forming Unit-Monocytes"
"3571","Common myeloid progenitors"
"3572","Erythroid_CD34+ CD71+ GlyA-"
"3573","Hematopoietic stem cells_CD133+ CD34dim"
"3574","Early B cells"
"3575","Megakaryocyte/erythroid progenitors"
"3576","Hematopoietic stem cells_CD133+ CD34dim"
"3577","Erythroid_CD34+ CD71+ GlyA-"
"3578","Common myeloid progenitors"
"3579","Megakaryocyte/erythroid progenitors"
"3580","Naïve B cells"
"3581","Common myeloid progenitors"
"3582","Hematopoietic stem cells_CD133+ CD34dim"
"3583","Myeloid Dendritic Cells"
"3584","Hematopoietic stem cells_CD133+ CD34dim"
"3585","Erythroid_CD34+ CD71+ GlyA-"
"3586","Plasmacytoid Dendritic Cells"
"3587","Plasmacytoid Dendritic Cells"
"3588","Hematopoietic stem cells_CD133+ CD34dim"
"3589","Hematopoietic stem cells_CD133+ CD34dim"
"3590","Hematopoietic stem cells_CD133+ CD34dim"
"3591","Hematopoietic stem cells_CD133+ CD34dim"
"3592","Hematopoietic stem cells_CD133+ CD34dim"
"3593","Hematopoietic stem cells_CD133+ CD34dim"
"3594","Erythroid_CD34- CD71lo GlyA+"
"3595","Colony Forming Unit-Monocytes"
"3596","Colony Forming Unit-Monocytes"
"3597","Hematopoietic stem cells_CD133+ CD34dim"
"3598","Megakaryocyte/erythroid progenitors"
"3599","Hematopoietic stem cells_CD133+ CD34dim"
"3600","Hematopoietic stem cells_CD133+ CD34dim"
"3601","Early B cells"
"3602","Hematopoietic stem cells_CD133+ CD34dim"
"3603","Early B cells"
"3604","Hematopoietic stem cells_CD133+ CD34dim"
"3605","Hematopoietic stem cells_CD133+ CD34dim"
"3606","Erythroid_CD34+ CD71+ GlyA-"
"3607","Hematopoietic stem cells_CD133+ CD34dim"
"3608","Hematopoietic stem cells_CD133+ CD34dim"
"3609","Hematopoietic stem cells_CD133+ CD34dim"
"3610","Erythroid_CD34+ CD71+ GlyA-"
"3611","Hematopoietic stem cells_CD133+ CD34dim"
"3612","Hematopoietic stem cells_CD133+ CD34dim"
"3613","Hematopoietic stem cells_CD133+ CD34dim"
"3614","Plasmacytoid Dendritic Cells"
"3615","Early B cells"
"3616","Common myeloid progenitors"
"3617","Megakaryocyte/erythroid progenitors"
"3618","Granulocyte/monocyte progenitors"
"3619","Hematopoietic stem cells_CD133+ CD34dim"
"3620","Common myeloid progenitors"
"3621","Erythroid_CD34- CD71+ GlyA+"
"3622","Hematopoietic stem cells_CD133+ CD34dim"
"3623","Common myeloid progenitors"
"3624","Hematopoietic stem cells_CD133+ CD34dim"
"3625","Hematopoietic stem cells_CD133+ CD34dim"
"3626","Common myeloid progenitors"
"3627","Erythroid_CD34- CD71+ GlyA+"
"3628","Plasmacytoid Dendritic Cells"
"3629","Common myeloid progenitors"
"3630","Megakaryocyte/erythroid progenitors"
"3631","Hematopoietic stem cells_CD133+ CD34dim"
"3632","Early B cells"
"3633","Common myeloid progenitors"
"3634","Granulocyte/monocyte progenitors"
"3635","Common myeloid progenitors"
"3636","Hematopoietic stem cells_CD133+ CD34dim"
"3637","Hematopoietic stem cells_CD133+ CD34dim"
"3638","Hematopoietic stem cells_CD133+ CD34dim"
"3639","Common myeloid progenitors"
"3640","Hematopoietic stem cells_CD133+ CD34dim"
"3641","Hematopoietic stem cells_CD133+ CD34dim"
"3642","Common myeloid progenitors"
"3643","Hematopoietic stem cells_CD133+ CD34dim"
"3644","Hematopoietic stem cells_CD133+ CD34dim"
"3645","Hematopoietic stem cells_CD133+ CD34dim"
"3646","Hematopoietic stem cells_CD133+ CD34dim"
"3647","Hematopoietic stem cells_CD133+ CD34dim"
"3648","Megakaryocyte/erythroid progenitors"
"3649","Hematopoietic stem cells_CD133+ CD34dim"
"3650","Hematopoietic stem cells_CD133+ CD34dim"
"3651","Erythroid_CD34- CD71+ GlyA+"
"3652","Hematopoietic stem cells_CD133+ CD34dim"
"3653","Hematopoietic stem cells_CD133+ CD34dim"
"3654","Granulocyte/monocyte progenitors"
"3655","Common myeloid progenitors"
"3656","Common myeloid progenitors"
"3657","Common myeloid progenitors"
"3658","Erythroid_CD34+ CD71+ GlyA-"
"3659","Erythroid_CD34+ CD71+ GlyA-"
"3660","Erythroid_CD34+ CD71+ GlyA-"
"3661","Megakaryocyte/erythroid progenitors"
"3662","Colony Forming Unit-Monocytes"
"3663","Hematopoietic stem cells_CD133+ CD34dim"
"3664","Hematopoietic stem cells_CD133+ CD34dim"
"3665","Common myeloid progenitors"
"3666","Erythroid_CD34- CD71+ GlyA-"
"3667","Hematopoietic stem cells_CD133+ CD34dim"
"3668","Early B cells"
"3669","Common myeloid progenitors"
"3670","Hematopoietic stem cells_CD133+ CD34dim"
"3671","Common myeloid progenitors"
"3672","Hematopoietic stem cells_CD133+ CD34dim"
"3673","Early B cells"
"3674","Hematopoietic stem cells_CD133+ CD34dim"
"3675","Erythroid_CD34- CD71lo GlyA+"
"3676","Hematopoietic stem cells_CD133+ CD34dim"
"3677","Early B cells"
"3678","Early B cells"
"3679","Colony Forming Unit-Monocytes"
"3680","Common myeloid progenitors"
"3681","Hematopoietic stem cells_CD133+ CD34dim"
"3682","Hematopoietic stem cells_CD133+ CD34dim"
"3683","Hematopoietic stem cells_CD133+ CD34dim"
"3684","Hematopoietic stem cells_CD133+ CD34dim"
"3685","Plasmacytoid Dendritic Cells"
"3686","Plasmacytoid Dendritic Cells"
"3687","Hematopoietic stem cells_CD133+ CD34dim"
"3688","Early B cells"
"3689","Myeloid Dendritic Cells"
"3690","Early B cells"
"3691","Common myeloid progenitors"
"3692","Early B cells"
"3693","Erythroid_CD34+ CD71+ GlyA-"
"3694","Erythroid_CD34+ CD71+ GlyA-"
"3695","Early B cells"
"3696","Common myeloid progenitors"
"3697","Common myeloid progenitors"
"3698","Hematopoietic stem cells_CD133+ CD34dim"
"3699","Hematopoietic stem cells_CD133+ CD34dim"
"3700","Myeloid Dendritic Cells"
"3701","Hematopoietic stem cells_CD133+ CD34dim"
"3702","Common myeloid progenitors"
"3703","Megakaryocyte/erythroid progenitors"
"3704","Hematopoietic stem cells_CD133+ CD34dim"
"3705","Hematopoietic stem cells_CD133+ CD34dim"
"3706","Hematopoietic stem cells_CD133+ CD34dim"
"3707","Common myeloid progenitors"
"3708","Early B cells"
"3709","Hematopoietic stem cells_CD133+ CD34dim"
"3710","Erythroid_CD34+ CD71+ GlyA-"
"3711","Common myeloid progenitors"
"3712","Common myeloid progenitors"
"3713","Hematopoietic stem cells_CD133+ CD34dim"
"3714","Hematopoietic stem cells_CD133+ CD34dim"
"3715","Hematopoietic stem cells_CD133+ CD34dim"
"3716","Hematopoietic stem cells_CD133+ CD34dim"
"3717","Erythroid_CD34+ CD71+ GlyA-"
"3718","Erythroid_CD34+ CD71+ GlyA-"
"3719","Monocytes"
"3720","Hematopoietic stem cells_CD133+ CD34dim"
"3721","Hematopoietic stem cells_CD133+ CD34dim"
"3722","Erythroid_CD34+ CD71+ GlyA-"
"3723","Hematopoietic stem cells_CD133+ CD34dim"
"3724","Erythroid_CD34+ CD71+ GlyA-"
"3725","Erythroid_CD34+ CD71+ GlyA-"
"3726","Hematopoietic stem cells_CD133+ CD34dim"
"3727","Hematopoietic stem cells_CD133+ CD34dim"
"3728","Hematopoietic stem cells_CD133+ CD34dim"
"3729","Early B cells"
"3730","Hematopoietic stem cells_CD133+ CD34dim"
"3731","Hematopoietic stem cells_CD38- CD34+"
"3732","Erythroid_CD34- CD71+ GlyA-"
"3733","Mature B cells class switched"
"3734","Hematopoietic stem cells_CD133+ CD34dim"
"3735","Early B cells"
"3736","Early B cells"
"3737","Colony Forming Unit-Monocytes"
"3738","Erythroid_CD34+ CD71+ GlyA-"
"3739","Common myeloid progenitors"
"3740","Common myeloid progenitors"
"3741","Hematopoietic stem cells_CD133+ CD34dim"
"3742","Naïve B cells"
"3743","Early B cells"
"3744","Hematopoietic stem cells_CD133+ CD34dim"
"3745","Hematopoietic stem cells_CD133+ CD34dim"
"3746","Plasmacytoid Dendritic Cells"
"3747","Colony Forming Unit-Monocytes"
"3748","Common myeloid progenitors"
"3749","Erythroid_CD34+ CD71+ GlyA-"
"3750","Myeloid Dendritic Cells"
"3751","Common myeloid progenitors"
"3752","Common myeloid progenitors"
"3753","Erythroid_CD34- CD71+ GlyA+"
"3754","Colony Forming Unit-Monocytes"
"3755","Common myeloid progenitors"
"3756","Erythroid_CD34+ CD71+ GlyA-"
"3757","Myeloid Dendritic Cells"
"3758","Hematopoietic stem cells_CD133+ CD34dim"
"3759","Megakaryocyte/erythroid progenitors"
"3760","Hematopoietic stem cells_CD133+ CD34dim"
"3761","Hematopoietic stem cells_CD133+ CD34dim"
"3762","Monocytes"
"3763","Erythroid_CD34+ CD71+ GlyA-"
"3764","Common myeloid progenitors"
"3765","Common myeloid progenitors"
"3766","Hematopoietic stem cells_CD133+ CD34dim"
"3767","Hematopoietic stem cells_CD133+ CD34dim"
"3768","Erythroid_CD34+ CD71+ GlyA-"
"3769","Common myeloid progenitors"
"3770","Common myeloid progenitors"
"3771","Hematopoietic stem cells_CD133+ CD34dim"
"3772","Hematopoietic stem cells_CD133+ CD34dim"
"3773","Hematopoietic stem cells_CD133+ CD34dim"
"3774","Megakaryocyte/erythroid progenitors"
"3775","Erythroid_CD34+ CD71+ GlyA-"
"3776","Hematopoietic stem cells_CD133+ CD34dim"
"3777","Hematopoietic stem cells_CD133+ CD34dim"
"3778","Common myeloid progenitors"
"3779","Hematopoietic stem cells_CD133+ CD34dim"
"3780","Common myeloid progenitors"
"3781","Common myeloid progenitors"
